Area,BHK,Bathroom,Location,Price
3659,2,2,Gandhinagar,16122670
3444,4,1,Junagadh,14154904
4662,2,1,Bhavnagar,17136631
771,1,4,Anand,5840448
3872,1,3,Nadiad,14575975
4120,4,1,Gandhinagar,21619785
2841,5,2,Surat,14123451
1149,2,3,Nadiad,7678861
4696,5,4,Bhavnagar,19979337
1406,2,4,Surat,9614510
2326,2,1,Vadodara,11250129
2194,3,4,Gandhinagar,11644966
4902,5,1,Jamnagar,20734441
2551,1,1,Ahmedabad,12927217
1588,1,1,Nadiad,7918005
2261,2,1,Nadiad,10885742
707,1,1,Nadiad,6224192
2824,3,1,Jamnagar,13531608
2457,4,3,Anand,12714415
2121,3,1,Vadodara,10850459
3636,2,3,Ahmedabad,16250433
4795,3,3,Gandhinagar,24419836
3755,2,4,Rajkot,18860270
1908,3,2,Nadiad,10126496
1628,1,1,Rajkot,9067329
2789,4,3,Anand,13354508
2265,3,4,Vadodara,11220714
4635,4,1,Surat,17548431
3497,5,1,Nadiad,13760145
1762,4,1,Ahmedabad,10156703
4916,1,2,Jamnagar,22688788
4049,2,3,Gandhinagar,19142788
856,4,1,Surat,6965153
979,2,3,Ahmedabad,8372435
4085,3,3,Nadiad,15015812
980,4,3,Nadiad,6497193
1876,4,1,Junagadh,10401809
1478,2,1,Junagadh,6969772
2680,1,2,Gandhinagar,13900711
4329,3,3,Surat,17221152
2002,2,2,Junagadh,9619611
2115,1,2,Anand,10240995
2935,1,2,Bhavnagar,12067894
4247,4,3,Nadiad,18326093
2876,2,3,Vadodara,12366054
1836,5,1,Nadiad,10460978
3970,2,1,Jamnagar,18601505
2281,3,3,Vadodara,11582303
4371,2,1,Rajkot,17869114
3559,5,2,Bhavnagar,14875027
1851,1,1,Surat,10930128
1243,5,2,Bhavnagar,6323172
696,5,3,Jamnagar,5672450
3725,4,4,Gandhinagar,15569362
1479,4,1,Jamnagar,8126790
3062,2,2,Gandhinagar,14451788
605,3,4,Ahmedabad,6220499
3609,3,2,Anand,14718265
3112,2,3,Anand,15494415
4573,2,1,Bhavnagar,17576566
4771,4,1,Nadiad,22601619
4645,5,2,Gandhinagar,19501840
1851,4,1,Bhavnagar,9346459
4215,2,3,Rajkot,17293090
3932,3,1,Ahmedabad,15821141
3374,2,4,Bhavnagar,15032627
4437,5,1,Surat,17542871
2789,5,1,Gandhinagar,13507719
3792,2,2,Vadodara,17961850
1738,3,1,Rajkot,9527877
2169,5,4,Vadodara,10542454
4873,5,2,Surat,21230184
3737,2,2,Nadiad,15201940
1894,4,1,Vadodara,11101446
1804,4,2,Vadodara,10503018
1546,3,4,Bhavnagar,8597100
4642,2,4,Anand,19136399
2220,3,1,Jamnagar,11829028
4034,5,3,Bhavnagar,14992438
938,1,2,Vadodara,7483812
2808,1,1,Jamnagar,12881613
2402,5,2,Surat,13477098
817,2,1,Rajkot,5784294
4809,2,4,Gandhinagar,23659691
4386,3,2,Bhavnagar,19692668
4529,2,4,Jamnagar,20351404
2526,4,1,Junagadh,12661006
3613,2,2,Jamnagar,14456850
959,5,3,Jamnagar,6302886
3950,3,2,Bhavnagar,18591596
2798,1,1,Vadodara,13944340
831,4,1,Vadodara,6819874
515,3,2,Junagadh,4605938
763,1,3,Ahmedabad,7037479
1989,5,3,Gandhinagar,10736009
2219,3,3,Nadiad,11673730
2687,2,3,Vadodara,13317642
767,1,4,Bhavnagar,5153501
4836,4,3,Anand,20271471
4071,3,3,Rajkot,18685431
904,1,3,Rajkot,5833842
2260,4,2,Surat,13588547
3515,5,3,Ahmedabad,17725143
4835,4,2,Anand,19838919
749,2,3,Junagadh,5063985
1231,4,1,Surat,8740626
2153,3,4,Anand,9533351
2924,3,4,Surat,15042724
4344,5,2,Vadodara,17874924
3679,3,3,Bhavnagar,16982980
3480,3,2,Ahmedabad,14676324
1747,2,2,Ahmedabad,11501095
512,2,3,Anand,5517866
3097,5,3,Junagadh,11472744
1570,2,1,Surat,10505639
4035,2,2,Vadodara,16636029
4063,4,1,Surat,20475143
3592,4,4,Rajkot,15124060
4204,4,4,Anand,20717041
1710,4,1,Jamnagar,8454375
4457,5,2,Ahmedabad,17909882
575,4,4,Junagadh,4780067
3219,3,2,Surat,17145400
2313,5,1,Rajkot,10130118
3583,4,4,Nadiad,16939519
2445,2,2,Rajkot,12558322
4270,2,4,Rajkot,16470476
699,5,1,Gandhinagar,7213209
4393,3,1,Jamnagar,15541779
1105,4,2,Bhavnagar,6068343
1758,3,1,Nadiad,9689252
816,4,3,Bhavnagar,5689895
2186,2,4,Gandhinagar,11806734
1516,1,3,Bhavnagar,7679559
2547,3,2,Junagadh,13268621
2551,1,1,Anand,10835868
2874,3,4,Nadiad,12267851
4513,3,2,Anand,21782410
3603,3,4,Gandhinagar,15398128
794,1,2,Jamnagar,5971328
3240,1,4,Nadiad,12936074
3075,1,3,Nadiad,15011392
2038,1,3,Bhavnagar,11292424
1586,2,2,Junagadh,7622481
1083,5,2,Gandhinagar,8001145
797,1,2,Jamnagar,5948018
2264,5,2,Vadodara,10528275
2043,2,1,Rajkot,9663383
1224,2,4,Anand,7194127
563,5,1,Junagadh,4247294
4507,3,1,Jamnagar,19002581
529,5,4,Gandhinagar,6563856
4400,5,4,Vadodara,20389167
2695,3,1,Ahmedabad,14070993
4793,5,1,Vadodara,21145384
4939,5,1,Surat,21646299
3077,4,4,Surat,14349254
2848,3,1,Bhavnagar,14144868
2252,2,4,Bhavnagar,10202138
2785,1,3,Vadodara,15067495
1823,3,1,Rajkot,9168242
1021,4,3,Rajkot,6325109
3905,2,3,Junagadh,16357122
3344,1,3,Jamnagar,15724281
731,3,1,Bhavnagar,5761043
2466,3,3,Anand,11594070
694,5,1,Surat,6708890
4104,3,1,Rajkot,20106011
1681,1,4,Jamnagar,8502391
638,3,3,Nadiad,5924441
1732,3,1,Ahmedabad,10303544
919,1,2,Ahmedabad,7229135
993,3,3,Vadodara,7500691
1816,2,3,Surat,11665493
1537,2,4,Bhavnagar,9181490
538,4,4,Jamnagar,5207030
648,3,3,Junagadh,4952707
2109,5,1,Bhavnagar,8715853
4736,5,4,Junagadh,20628347
4093,5,2,Rajkot,17290340
4880,4,1,Anand,21487106
4744,5,2,Surat,23700859
1140,1,3,Vadodara,7143669
2764,3,2,Vadodara,15099990
3473,5,3,Surat,15483812
2659,4,2,Junagadh,13380436
3766,2,1,Junagadh,13539095
1833,5,4,Nadiad,10818312
2856,2,3,Bhavnagar,11234378
2471,4,3,Gandhinagar,13577520
1891,4,2,Bhavnagar,9862388
1984,5,4,Ahmedabad,11304483
4446,4,2,Bhavnagar,17830951
1652,5,2,Bhavnagar,8328435
1053,4,3,Vadodara,6837555
4798,2,4,Vadodara,20462700
1778,5,3,Anand,9266910
2042,3,2,Surat,11489914
3016,1,2,Gandhinagar,15673703
3541,1,2,Rajkot,15788622
3286,5,4,Rajkot,16032316
1165,5,2,Gandhinagar,8606716
3936,5,2,Jamnagar,15792216
4074,5,1,Ahmedabad,18504824
4184,5,3,Ahmedabad,22050374
594,2,3,Vadodara,5757695
2203,4,3,Rajkot,12042763
2907,4,3,Rajkot,11670564
2749,2,3,Nadiad,13682263
1265,4,2,Nadiad,8470220
4497,5,3,Anand,18348783
4209,3,2,Jamnagar,15014158
3682,2,3,Jamnagar,15668885
4351,3,1,Gandhinagar,22900763
1523,3,2,Jamnagar,7692552
3914,3,2,Anand,16882099
2798,3,4,Jamnagar,14277187
4833,2,3,Ahmedabad,18032553
3041,1,2,Gandhinagar,14193353
1706,3,1,Rajkot,8416955
3317,1,4,Jamnagar,15364938
4473,1,2,Gandhinagar,23329326
4764,1,2,Anand,21110272
4072,3,4,Bhavnagar,16486585
2845,2,1,Jamnagar,12622103
990,2,2,Anand,7416276
1871,3,1,Ahmedabad,9904192
4318,2,1,Gandhinagar,19439258
565,4,1,Junagadh,4476884
4787,1,2,Jamnagar,19549123
3262,5,4,Jamnagar,12559169
4625,2,1,Junagadh,17785493
635,1,2,Jamnagar,5578281
3697,2,4,Jamnagar,14564586
2396,2,2,Bhavnagar,11508138
3520,1,3,Nadiad,13469028
4968,2,1,Jamnagar,19333400
745,3,1,Jamnagar,5297996
2493,4,2,Anand,13241301
4855,2,3,Ahmedabad,22436997
2519,1,4,Nadiad,12617636
2128,4,4,Gandhinagar,12972581
3472,5,1,Rajkot,15028169
1597,2,1,Ahmedabad,10063347
1358,1,1,Gandhinagar,9164761
2066,4,1,Vadodara,11936524
2848,1,2,Nadiad,12897644
3445,4,2,Bhavnagar,13430103
3395,5,3,Surat,13966373
3099,1,3,Vadodara,14124016
4028,2,1,Ahmedabad,20206200
2209,1,4,Rajkot,11999087
2641,4,1,Rajkot,11695426
2327,5,4,Vadodara,12733566
1356,4,3,Nadiad,7363477
4329,5,1,Bhavnagar,19540773
2553,3,2,Jamnagar,13638507
1944,3,1,Anand,9404771
555,1,2,Anand,5133250
4839,1,4,Junagadh,19616400
4314,1,2,Surat,19629619
4552,5,2,Ahmedabad,18229436
1266,4,4,Junagadh,6830596
1399,1,4,Junagadh,7768968
4357,3,1,Junagadh,17046836
4764,3,1,Jamnagar,19580439
3983,5,3,Junagadh,16240102
2798,3,1,Rajkot,12043954
3609,5,3,Ahmedabad,16179169
4403,4,1,Bhavnagar,17176058
3580,4,1,Ahmedabad,17542774
4946,1,4,Gandhinagar,23890302
2720,5,3,Junagadh,12466433
672,2,4,Surat,6542624
4883,1,3,Surat,21134316
3857,4,4,Gandhinagar,17099448
4480,2,1,Surat,21077967
4531,5,4,Anand,16495778
753,4,1,Anand,6189079
1180,3,3,Vadodara,8729440
4494,3,1,Junagadh,15844567
1394,5,3,Gandhinagar,10273894
2361,1,2,Nadiad,10669931
2652,2,1,Vadodara,13251240
835,5,3,Gandhinagar,7620535
3646,3,1,Junagadh,16364836
3839,3,3,Nadiad,15938165
2210,5,4,Anand,12009561
1693,3,2,Ahmedabad,11584318
850,4,4,Anand,6012210
3853,2,2,Jamnagar,15873162
4081,4,4,Junagadh,16022840
870,5,3,Surat,7789125
4407,1,2,Jamnagar,17484598
2526,5,4,Ahmedabad,14385479
1274,1,4,Jamnagar,7638013
3892,5,4,Jamnagar,18933851
1774,2,4,Ahmedabad,10729124
2303,1,2,Vadodara,10783219
4368,5,4,Vadodara,16792153
4770,3,1,Jamnagar,18014228
1609,1,4,Junagadh,9278649
2174,4,4,Vadodara,11002928
2132,3,1,Nadiad,9559469
4856,2,3,Surat,19908582
2823,1,1,Anand,13012739
2896,1,4,Jamnagar,11904154
600,5,4,Ahmedabad,6197809
763,1,4,Jamnagar,5647802
1228,4,1,Gandhinagar,8375297
4379,3,1,Bhavnagar,18770009
4998,3,3,Jamnagar,19512150
1738,5,4,Jamnagar,9179349
2915,5,4,Rajkot,13774861
3444,4,2,Gandhinagar,15594523
2295,5,4,Jamnagar,9951312
4188,3,4,Junagadh,17386228
2310,4,4,Gandhinagar,13381797
2747,5,4,Anand,11823963
1968,2,2,Jamnagar,8565570
3053,4,2,Nadiad,13031791
4553,1,2,Gandhinagar,20150547
1629,2,2,Surat,10906846
2343,4,1,Junagadh,10980814
1328,2,4,Ahmedabad,9293064
797,5,4,Junagadh,5325666
1662,2,2,Rajkot,9425232
3776,2,1,Nadiad,16267117
4087,1,4,Gandhinagar,18485396
4542,5,2,Jamnagar,16745103
4709,5,4,Ahmedabad,23931245
3404,3,2,Ahmedabad,16246160
1504,2,1,Jamnagar,8624250
1464,5,1,Jamnagar,7469393
737,1,3,Jamnagar,6058511
2124,1,3,Rajkot,11343123
4044,5,2,Jamnagar,15352882
1374,3,4,Anand,8534063
4594,3,2,Junagadh,19482147
4338,4,1,Vadodara,21900195
3208,1,4,Gandhinagar,15180344
4147,2,1,Jamnagar,15740198
2142,3,4,Rajkot,10246716
2979,1,3,Ahmedabad,14947539
1266,1,1,Gandhinagar,9091454
4891,3,4,Surat,20120044
3345,4,4,Nadiad,15337843
3213,5,1,Jamnagar,14360766
3026,1,1,Vadodara,14501675
2431,5,4,Rajkot,12124128
4479,3,2,Nadiad,19697212
4596,2,2,Rajkot,18490642
4491,4,2,Nadiad,20942991
3779,3,3,Nadiad,18964028
632,5,1,Jamnagar,4842921
2691,4,2,Gandhinagar,14990455
2208,3,3,Nadiad,11076152
2386,5,4,Nadiad,11764012
1640,5,1,Ahmedabad,10971111
2860,5,2,Surat,14016087
3798,4,2,Bhavnagar,16488543
2124,2,3,Ahmedabad,10804939
2779,1,4,Jamnagar,13585017
3203,1,4,Nadiad,14928240
727,1,3,Anand,5557855
1750,3,3,Nadiad,9242588
1337,5,2,Bhavnagar,8261766
517,2,2,Gandhinagar,6480058
1858,1,1,Vadodara,11522125
2787,5,2,Ahmedabad,12620649
3993,3,2,Surat,16059266
3532,5,1,Bhavnagar,13097760
4468,3,4,Anand,17413742
984,5,3,Surat,8210992
994,5,3,Gandhinagar,8481424
2801,1,4,Junagadh,12577644
2994,3,2,Junagadh,11086371
4598,4,2,Nadiad,18248666
4237,3,1,Bhavnagar,14935591
2405,2,2,Jamnagar,12064008
816,3,2,Anand,6368293
1797,1,2,Rajkot,9111599
3814,2,3,Vadodara,19127346
2509,1,2,Vadodara,13515694
541,1,1,Junagadh,4578820
966,3,3,Anand,6350632
2956,2,2,Ahmedabad,13108296
4395,1,1,Anand,19893239
2252,1,1,Nadiad,10254341
4136,4,2,Surat,18924223
843,1,4,Rajkot,6567943
3612,5,2,Jamnagar,17311028
1762,4,4,Jamnagar,8927798
2139,3,1,Junagadh,9524878
3415,3,3,Vadodara,16560094
4190,3,3,Vadodara,17832907
1133,4,2,Jamnagar,7380667
1684,2,1,Nadiad,8723603
4430,5,2,Vadodara,21590121
3076,3,1,Jamnagar,13571178
2902,2,2,Gandhinagar,13396937
1485,3,4,Jamnagar,8572982
3690,1,4,Surat,16774376
1478,1,2,Ahmedabad,8725330
1811,5,1,Jamnagar,9307177
692,2,3,Rajkot,5285792
3727,2,4,Bhavnagar,15064690
1632,4,2,Bhavnagar,9022954
4964,3,3,Nadiad,22757713
3440,5,3,Ahmedabad,17720896
4077,4,4,Anand,15968971
3730,3,2,Ahmedabad,15382570
751,4,2,Jamnagar,5632421
1982,4,4,Rajkot,8933280
3517,1,3,Surat,17411653
4012,1,1,Nadiad,19294706
1615,3,1,Jamnagar,8914508
3083,3,3,Nadiad,13119623
1641,4,4,Bhavnagar,7890291
3111,1,1,Jamnagar,15411178
1710,1,2,Gandhinagar,10137595
774,1,3,Surat,6707145
2711,3,1,Nadiad,14587442
3823,4,3,Gandhinagar,15766417
2913,5,3,Jamnagar,13933607
620,1,3,Vadodara,6203338
1533,3,3,Bhavnagar,9044023
1831,2,2,Bhavnagar,8592792
3833,3,2,Ahmedabad,17951710
4709,4,3,Ahmedabad,21700589
3597,5,2,Nadiad,15808343
1408,5,1,Gandhinagar,10120580
2017,1,2,Nadiad,10171008
4255,4,4,Junagadh,19504485
4385,2,2,Ahmedabad,19774367
3366,3,4,Vadodara,16859796
1235,4,3,Nadiad,8104054
3190,1,3,Vadodara,16569971
4010,2,2,Nadiad,14748707
3102,1,2,Nadiad,15661870
809,2,2,Gandhinagar,7550322
1899,3,3,Anand,8824527
4564,4,3,Gandhinagar,20135578
4114,5,1,Gandhinagar,16497868
2483,4,4,Junagadh,12034877
2243,4,4,Vadodara,10276856
1680,1,4,Jamnagar,9478068
2365,5,3,Gandhinagar,12684040
3217,2,4,Ahmedabad,17464817
1123,5,2,Rajkot,7593643
1323,2,4,Jamnagar,6963470
1854,4,2,Rajkot,8780609
2873,3,3,Rajkot,13960686
1297,2,1,Vadodara,8259636
2749,3,2,Gandhinagar,15145704
1247,2,1,Bhavnagar,7212690
2842,1,2,Junagadh,13029518
1824,4,4,Anand,10035310
1433,3,2,Surat,9280844
3130,4,2,Nadiad,16308938
2102,4,3,Vadodara,11293153
4493,5,2,Nadiad,17514793
1252,3,1,Jamnagar,8152197
2650,2,2,Gandhinagar,12818343
2064,4,2,Jamnagar,10856844
3501,4,3,Nadiad,15942502
638,3,4,Anand,5962378
4844,5,3,Vadodara,19788862
589,1,2,Gandhinagar,7235481
3932,2,1,Vadodara,16791679
2724,4,1,Anand,14693104
932,1,2,Gandhinagar,8329099
4688,1,4,Junagadh,19816163
1396,2,3,Gandhinagar,9678800
3630,5,2,Vadodara,15511200
3276,2,2,Nadiad,13614931
2750,2,4,Surat,14446505
1800,4,3,Ahmedabad,9812131
2250,5,4,Surat,13503721
3944,1,1,Junagadh,17454866
3090,3,4,Vadodara,13985225
2894,5,2,Junagadh,14334082
743,5,4,Nadiad,6096765
1663,5,2,Gandhinagar,11059143
4077,4,4,Junagadh,19330940
4925,1,1,Nadiad,20540381
1486,5,4,Rajkot,8624702
3530,1,4,Vadodara,15186660
1077,1,3,Vadodara,7801763
3676,4,1,Anand,16010343
4611,1,4,Bhavnagar,20919535
2996,2,4,Junagadh,11409069
2769,2,3,Gandhinagar,12762268
2816,2,2,Anand,13119806
3424,5,2,Surat,14164101
4636,1,4,Jamnagar,21056023
3232,2,3,Junagadh,13487084
1874,2,4,Anand,10339206
929,5,4,Junagadh,5919116
1703,3,4,Ahmedabad,9442096
4754,2,1,Rajkot,18322438
2204,2,4,Jamnagar,10659152
3227,3,1,Rajkot,15123834
4915,2,2,Rajkot,19921694
1727,1,2,Gandhinagar,10156681
2821,5,4,Junagadh,13423297
3917,5,1,Surat,19224790
3874,2,2,Gandhinagar,16923991
832,5,4,Surat,7170298
4322,3,2,Gandhinagar,20064064
4702,2,4,Jamnagar,16842535
2268,1,2,Anand,11084527
1762,3,3,Nadiad,9021186
2038,2,4,Bhavnagar,9994715
2944,4,3,Jamnagar,11284245
2936,5,4,Rajkot,15134210
4589,5,3,Jamnagar,21519357
4869,5,2,Vadodara,21543311
1030,1,1,Ahmedabad,8324177
3748,5,2,Gandhinagar,16453687
4903,4,1,Vadodara,21398074
2765,5,3,Nadiad,14512799
2592,3,1,Nadiad,11513569
4180,5,2,Anand,15507520
4040,4,3,Rajkot,14798567
4381,4,4,Surat,17636364
3827,5,1,Surat,15626908
1936,2,4,Anand,9512777
2291,1,1,Jamnagar,9953037
4681,4,4,Ahmedabad,23594869
1464,1,1,Surat,8950173
4042,2,1,Gandhinagar,17913603
1885,4,3,Rajkot,9690231
1400,2,3,Surat,9514773
4791,5,4,Bhavnagar,18214785
2458,4,3,Nadiad,10851729
561,5,3,Jamnagar,4604509
3670,4,2,Anand,15105704
3262,2,3,Anand,15218355
4401,3,3,Rajkot,17557597
1806,1,1,Jamnagar,8639775
1746,5,1,Bhavnagar,9499221
791,5,4,Bhavnagar,6052909
1147,3,4,Nadiad,6656858
4553,2,2,Rajkot,20473843
2954,5,2,Bhavnagar,14000726
4278,5,2,Ahmedabad,21212665
3312,3,4,Vadodara,13724759
2371,5,1,Junagadh,10932590
1178,4,1,Gandhinagar,9146704
3289,5,2,Ahmedabad,14949929
3901,2,3,Bhavnagar,16642102
798,5,2,Junagadh,5304774
4611,5,4,Gandhinagar,24080209
3080,1,4,Gandhinagar,13733874
3238,5,4,Vadodara,15147157
1198,3,1,Vadodara,7457900
3024,1,2,Ahmedabad,17085758
1448,4,2,Rajkot,7274436
4009,5,4,Anand,18559500
2133,5,1,Ahmedabad,11517989
2568,5,1,Vadodara,14484110
1554,4,2,Rajkot,7747000
4112,2,2,Gandhinagar,17473326
4884,4,2,Vadodara,19612871
2330,3,2,Rajkot,12202692
2496,4,1,Surat,12491523
2255,1,3,Ahmedabad,11770486
768,2,1,Anand,5865420
1576,2,4,Bhavnagar,9222470
1639,2,1,Jamnagar,8851903
2706,1,4,Jamnagar,10593465
4497,3,1,Bhavnagar,18005515
959,1,3,Gandhinagar,7564849
2503,1,4,Gandhinagar,13960028
3640,2,1,Anand,17671311
3797,3,1,Vadodara,19635066
2033,3,2,Junagadh,10440872
4103,2,4,Vadodara,19407427
2487,5,3,Rajkot,13644147
1401,1,3,Ahmedabad,9311918
4514,1,1,Surat,22745837
3024,2,3,Gandhinagar,14203258
2704,3,3,Rajkot,13707109
607,4,3,Rajkot,5161415
2668,5,2,Rajkot,11972826
2294,2,2,Surat,11575458
3463,1,4,Rajkot,17289560
1205,3,1,Junagadh,6897261
2960,4,1,Bhavnagar,12139073
2073,2,4,Rajkot,9129164
4884,1,4,Ahmedabad,19765116
594,4,4,Jamnagar,4976731
2849,2,4,Gandhinagar,15701266
1674,1,1,Bhavnagar,7964702
3756,1,4,Rajkot,15057398
4680,4,2,Ahmedabad,18915686
1878,2,4,Gandhinagar,11329297
505,4,1,Junagadh,4615508
4280,4,3,Surat,16875301
2993,3,3,Rajkot,12398463
4735,5,1,Ahmedabad,23366528
3541,3,1,Bhavnagar,17019221
1053,4,4,Bhavnagar,5990633
4609,1,3,Junagadh,16795725
631,5,1,Ahmedabad,7049257
3774,4,1,Gandhinagar,18765392
4848,1,3,Bhavnagar,21014583
1380,1,1,Ahmedabad,9956802
973,1,1,Bhavnagar,5674438
3689,3,4,Jamnagar,13541921
4168,2,1,Jamnagar,16805883
3220,3,2,Jamnagar,13805997
4898,3,4,Junagadh,19429040
4597,4,1,Gandhinagar,21981367
3859,1,1,Rajkot,18412582
2993,5,1,Nadiad,12691195
1532,2,1,Rajkot,9267109
3127,4,2,Ahmedabad,14241145
717,4,1,Ahmedabad,7137613
1331,2,1,Surat,8418239
1399,4,2,Gandhinagar,9921553
2397,5,2,Ahmedabad,11410952
1224,5,1,Nadiad,7863549
1543,4,4,Jamnagar,9203507
3736,4,2,Vadodara,16954404
4821,4,1,Rajkot,20884070
3568,2,1,Gandhinagar,17630282
1130,1,4,Vadodara,8004630
1868,1,4,Gandhinagar,11421460
3577,4,3,Anand,16339472
4813,2,1,Jamnagar,22136840
1426,4,3,Vadodara,9567881
3841,2,1,Gandhinagar,18336795
3134,3,2,Ahmedabad,14694550
3414,1,4,Vadodara,17404047
2928,3,3,Ahmedabad,13671677
3105,4,4,Rajkot,12447377
3490,4,1,Surat,17924906
2186,3,2,Jamnagar,11378982
2527,4,1,Surat,11959120
4932,4,3,Anand,19301504
1957,4,3,Ahmedabad,12141845
2763,5,4,Nadiad,12213543
3430,2,3,Rajkot,17171017
3943,2,2,Bhavnagar,15947760
4670,5,2,Anand,18274881
4335,4,1,Gandhinagar,17140667
4550,2,2,Junagadh,19071287
935,3,4,Surat,7857267
3126,2,3,Vadodara,14790634
2304,5,4,Ahmedabad,11462045
4627,2,2,Jamnagar,18006596
2244,5,2,Jamnagar,10702535
2693,4,1,Surat,12808429
2661,1,1,Jamnagar,11016283
1635,2,1,Junagadh,9286101
3789,3,1,Anand,14349124
3004,5,4,Vadodara,15195960
4302,4,3,Gandhinagar,19610395
759,1,1,Jamnagar,5554403
2438,2,3,Anand,11262569
4474,5,2,Rajkot,20851226
3981,4,3,Junagadh,18887587
1673,3,2,Vadodara,10354392
2671,3,1,Vadodara,13302962
4876,5,1,Surat,24604632
2620,3,4,Jamnagar,12799293
2825,5,2,Vadodara,15543273
632,1,2,Gandhinagar,7108100
812,5,1,Rajkot,6518459
3176,3,4,Vadodara,15329654
3908,1,1,Vadodara,14774072
1556,1,3,Junagadh,7582967
1625,5,3,Ahmedabad,9912183
4130,5,4,Vadodara,18554127
3938,5,1,Jamnagar,16446750
687,1,2,Rajkot,5673993
3333,3,2,Surat,14953251
2244,5,2,Jamnagar,11318171
1543,1,1,Ahmedabad,9874910
2271,5,3,Vadodara,12533542
4592,2,1,Surat,21128313
4707,4,2,Junagadh,20277593
4670,2,3,Junagadh,18121061
3146,3,3,Rajkot,12150947
1667,3,3,Anand,9113724
2417,4,3,Jamnagar,10951997
4747,5,1,Junagadh,19268206
2232,2,4,Bhavnagar,9788644
3851,1,2,Gandhinagar,16887051
3265,2,4,Junagadh,15849936
3179,4,2,Nadiad,14814204
2111,4,1,Gandhinagar,11325863
1227,5,2,Anand,7054478
4166,2,3,Bhavnagar,19783494
4856,1,4,Ahmedabad,22922839
3859,5,2,Junagadh,16230362
4881,1,1,Bhavnagar,20791714
3538,5,1,Rajkot,13937167
3121,1,2,Rajkot,11955581
658,1,1,Jamnagar,5463392
847,3,2,Vadodara,6986034
3031,1,2,Anand,15989948
830,3,1,Junagadh,5922464
1495,3,1,Surat,10038494
4945,5,1,Gandhinagar,19592936
4506,1,4,Vadodara,16911203
4018,3,2,Gandhinagar,20313863
1436,1,4,Rajkot,9020635
2262,5,1,Jamnagar,11333380
552,3,2,Vadodara,5770245
1713,4,3,Junagadh,8943037
1883,1,4,Gandhinagar,10866187
3065,2,2,Ahmedabad,17033865
749,5,3,Bhavnagar,4996033
1322,2,1,Nadiad,7210121
3992,2,3,Ahmedabad,20773456
4663,5,1,Gandhinagar,20157881
2964,1,1,Vadodara,14899098
2901,5,1,Rajkot,12959422
599,1,2,Bhavnagar,4779198
1921,1,1,Jamnagar,9131624
3014,5,3,Gandhinagar,16987133
1914,1,1,Anand,9670134
1046,1,4,Vadodara,7706727
3690,5,3,Junagadh,15501837
1957,1,4,Vadodara,11765561
2098,5,1,Vadodara,10077769
1237,4,2,Jamnagar,7181036
2933,3,1,Ahmedabad,16056430
1927,4,1,Gandhinagar,11844382
655,2,2,Surat,6562625
4633,5,3,Jamnagar,19938642
2400,4,1,Ahmedabad,11620468
2026,3,3,Junagadh,10443758
2207,2,1,Jamnagar,10663810
4043,3,4,Rajkot,14677849
2586,3,1,Ahmedabad,15142388
3320,1,2,Anand,15215498
3947,2,4,Nadiad,14957576
3196,1,3,Vadodara,14600841
2458,5,2,Junagadh,11703445
1538,1,2,Surat,10592225
2058,2,4,Jamnagar,10726294
1811,5,2,Gandhinagar,10750480
4483,3,2,Rajkot,19488434
2312,3,3,Nadiad,10177416
2862,4,3,Bhavnagar,12099753
508,5,4,Surat,5629585
2377,5,1,Ahmedabad,13863394
844,5,3,Gandhinagar,7357645
4414,4,3,Bhavnagar,15181753
2989,4,2,Surat,16522477
2319,3,2,Vadodara,12751802
2407,4,4,Rajkot,12643781
2653,1,3,Gandhinagar,15795661
1370,4,2,Bhavnagar,7606386
2754,5,2,Surat,15254011
2981,3,1,Bhavnagar,15265951
2279,1,2,Gandhinagar,14211581
2980,2,3,Vadodara,15087240
3765,4,1,Jamnagar,18679319
2333,4,4,Gandhinagar,12760547
1716,5,1,Vadodara,9796348
3411,5,4,Rajkot,14346175
2455,2,2,Jamnagar,11583423
2968,1,2,Junagadh,11263090
4656,4,3,Rajkot,17527291
4062,2,2,Vadodara,15450630
2964,4,1,Vadodara,12684968
4877,3,3,Jamnagar,19303583
4377,4,1,Nadiad,21645681
1608,5,2,Bhavnagar,7596117
4142,2,3,Vadodara,20866027
4618,5,3,Surat,17778013
1174,1,2,Rajkot,8033065
4100,2,4,Junagadh,18503289
1768,5,3,Nadiad,10530487
4504,4,4,Anand,18328790
2855,1,4,Bhavnagar,14061325
4820,5,3,Surat,18134651
3154,1,2,Surat,14429701
3964,1,2,Rajkot,15506248
1827,3,3,Nadiad,10560757
4288,4,4,Ahmedabad,19000145
4202,1,2,Anand,18579505
4140,1,3,Anand,17546690
1239,4,3,Vadodara,8819028
1302,4,3,Junagadh,6982799
4809,4,1,Bhavnagar,16513947
3014,4,2,Vadodara,15571083
2361,2,4,Gandhinagar,13495421
2837,1,2,Jamnagar,11398026
4936,5,2,Junagadh,19098538
2923,2,2,Ahmedabad,14715486
4007,2,3,Anand,15367565
972,4,1,Junagadh,6107795
1988,4,4,Surat,11647056
3425,4,3,Junagadh,12421145
3672,5,3,Junagadh,16551054
3210,1,4,Rajkot,14624117
4176,4,4,Junagadh,18431522
3196,5,1,Jamnagar,12596704
1791,3,4,Ahmedabad,11008881
4388,2,3,Ahmedabad,20592871
1632,5,3,Bhavnagar,8214155
4413,1,1,Nadiad,21821704
1823,2,1,Anand,8738924
